label,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
197,Fall,2011,November,12,no,Friday,yes,Few Clouds,0.48,0.4697,0.55,0.4925
194,Fall,2011,November,13,no,Friday,yes,Clear,0.44,0.4394,0.51,0.4179
201,Fall,2011,November,14,no,Friday,yes,Clear,0.44,0.4394,0.47,0.2985
237,Fall,2011,November,15,no,Friday,yes,Clear,0.46,0.4545,0.44,0.3881
290,Fall,2011,November,16,no,Friday,yes,Clear,0.46,0.4545,0.36,0.3881
480,Fall,2011,November,17,no,Friday,yes,Clear,0.42,0.4242,0.38,0.3582
374,Fall,2011,November,18,no,Friday,yes,Clear,0.42,0.4242,0.32,0.4627
196,Fall,2011,November,19,no,Friday,yes,Clear,0.4,0.4091,0.37,0.3582
186,Fall,2011,November,20,no,Friday,yes,Clear,0.36,0.3333,0.43,0.2836
123,Fall,2011,November,21,no,Friday,yes,Clear,0.34,0.3182,0.46,0.2537
115,Fall,2011,November,22,no,Friday,yes,Clear,0.34,0.303,0.46,0.3284
89,Fall,2011,November,23,no,Friday,yes,Clear,0.32,0.303,0.49,0.3284
52,Fall,2011,November,0,no,Saturday,no,Clear,0.32,0.2879,0.45,0.3582
62,Fall,2011,November,1,no,Saturday,no,Clear,0.32,0.303,0.45,0.2985
31,Fall,2011,November,2,no,Saturday,no,Clear,0.3,0.2727,0.52,0.3284
8,Fall,2011,November,3,no,Saturday,no,Clear,0.3,0.2727,0.52,0.2985
8,Fall,2011,November,4,no,Saturday,no,Clear,0.28,0.2576,0.56,0.3284
2,Fall,2011,November,5,no,Saturday,no,Clear,0.26,0.2273,0.6,0.3284
23,Fall,2011,November,6,no,Saturday,no,Clear,0.26,0.2424,0.6,0.2537
34,Fall,2011,November,7,no,Saturday,no,Clear,0.26,0.2424,0.6,0.2836
84,Fall,2011,November,8,no,Saturday,no,Clear,0.28,0.2576,0.56,0.3284
141,Fall,2011,November,9,no,Saturday,no,Clear,0.3,0.2727,0.56,0.2985
227,Fall,2011,November,10,no,Saturday,no,Clear,0.32,0.303,0.53,0.2537
238,Fall,2011,November,11,no,Saturday,no,Clear,0.36,0.3636,0.46,0.1045
372,Fall,2011,November,12,no,Saturday,no,Clear,0.36,0.3485,0.46,0.1642
355,Fall,2011,November,13,no,Saturday,no,Clear,0.4,0.4091,0.37,0.1045
386,Fall,2011,November,14,no,Saturday,no,Clear,0.42,0.4242,0.35,0.1343
343,Fall,2011,November,15,no,Saturday,no,Clear,0.4,0.4091,0.37,0.194
335,Fall,2011,November,16,no,Saturday,no,Clear,0.4,0.4091,0.4,0.2239
334,Fall,2011,November,17,no,Saturday,no,Clear,0.38,0.3939,0.4,0.1642
237,Fall,2011,November,18,no,Saturday,no,Clear,0.36,0.3636,0.5,0.0896
204,Fall,2011,November,19,no,Saturday,no,Clear,0.34,0.3636,0.53,0
165,Fall,2011,November,20,no,Saturday,no,Clear,0.32,0.3485,0.66,0
118,Fall,2011,November,21,no,Saturday,no,Clear,0.32,0.3485,0.66,0
82,Fall,2011,November,22,no,Saturday,no,Clear,0.3,0.3333,0.65,0
85,Fall,2011,November,23,no,Saturday,no,Clear,0.28,0.3182,0.7,0
75,Fall,2011,November,0,no,Sunday,no,Clear,0.28,0.3182,0.75,0
115,Fall,2011,November,1,no,Sunday,no,Clear,0.26,0.303,0.81,0
29,Fall,2011,November,2,no,Sunday,no,Clear,0.26,0.303,0.81,0
9,Fall,2011,November,3,no,Sunday,no,Clear,0.24,0.2879,0.87,0
6,Fall,2011,November,4,no,Sunday,no,Clear,0.24,0.2879,0.87,0
5,Fall,2011,November,5,no,Sunday,no,Clear,0.24,0.2424,0.87,0.1343
16,Fall,2011,November,6,no,Sunday,no,Clear,0.26,0.2879,0.81,0.0896
28,Fall,2011,November,7,no,Sunday,no,Clear,0.26,0.2727,0.87,0.1045
90,Fall,2011,November,8,no,Sunday,no,Few Clouds,0.28,0.303,0.87,0.0896
170,Fall,2011,November,9,no,Sunday,no,Few Clouds,0.3,0.3182,0.75,0.0896
262,Fall,2011,November,10,no,Sunday,no,Clear,0.36,0.3636,0.66,0.0896
320,Fall,2011,November,11,no,Sunday,no,Clear,0.42,0.4242,0.58,0.0896
346,Fall,2011,November,12,no,Sunday,no,Clear,0.44,0.4394,0.54,0
314,Fall,2011,November,13,no,Sunday,no,Clear,0.46,0.4545,0.51,0.1642
320,Fall,2011,November,14,no,Sunday,no,Clear,0.46,0.4545,0.55,0.194
306,Fall,2011,November,15,no,Sunday,no,Clear,0.48,0.4697,0.51,0.194
347,Fall,2011,November,16,no,Sunday,no,Clear,0.46,0.4545,0.55,0.2239
256,Fall,2011,November,17,no,Sunday,no,Clear,0.44,0.4394,0.62,0.1642
185,Fall,2011,November,18,no,Sunday,no,Clear,0.42,0.4242,0.71,0.1045
151,Fall,2011,November,19,no,Sunday,no,Clear,0.38,0.3939,0.76,0.194
116,Fall,2011,November,20,no,Sunday,no,Clear,0.36,0.3636,0.81,0.1045
88,Fall,2011,November,21,no,Sunday,no,Clear,0.36,0.3636,0.81,0.0896
45,Fall,2011,November,22,no,Sunday,no,Clear,0.36,0.3788,0.87,0
50,Fall,2011,November,23,no,Sunday,no,Clear,0.34,0.3485,0.87,0.0896
15,Fall,2011,November,0,no,Monday,yes,Clear,0.34,0.3636,0.87,0
8,Fall,2011,November,1,no,Monday,yes,Clear,0.34,0.3636,0.87,0
2,Fall,2011,November,2,no,Monday,yes,Clear,0.32,0.3485,0.93,0
3,Fall,2011,November,3,no,Monday,yes,Clear,0.32,0.3485,0.93,0
6,Fall,2011,November,4,no,Monday,yes,Clear,0.32,0.3485,0.93,0
26,Fall,2011,November,5,no,Monday,yes,Clear,0.3,0.3333,0.93,0
99,Fall,2011,November,6,no,Monday,yes,Few Clouds,0.28,0.3182,0.93,0
311,Fall,2011,November,7,no,Monday,yes,Few Clouds,0.28,0.3182,0.93,0
410,Fall,2011,November,8,no,Monday,yes,Few Clouds,0.3,0.3182,1,0.0896
174,Fall,2011,November,9,no,Monday,yes,Few Clouds,0.34,0.3333,1,0.1343
123,Fall,2011,November,10,no,Monday,yes,Clear,0.36,0.3485,0.93,0.1343
128,Fall,2011,November,11,no,Monday,yes,Clear,0.42,0.4242,0.77,0.1045
179,Fall,2011,November,12,no,Monday,yes,Clear,0.46,0.4545,0.67,0
189,Fall,2011,November,13,no,Monday,yes,Clear,0.54,0.5152,0.49,0.0896
145,Fall,2011,November,14,no,Monday,yes,Clear,0.56,0.5303,0.37,0.1642
170,Fall,2011,November,15,no,Monday,yes,Clear,0.56,0.5303,0.37,0.1045
295,Fall,2011,November,16,no,Monday,yes,Clear,0.52,0.5,0.45,0
528,Fall,2011,November,17,no,Monday,yes,Clear,0.5,0.4848,0.45,0.1642
425,Fall,2011,November,18,no,Monday,yes,Clear,0.46,0.4545,0.59,0.1045
300,Fall,2011,November,19,no,Monday,yes,Clear,0.46,0.4545,0.59,0
204,Fall,2011,November,20,no,Monday,yes,Clear,0.4,0.4091,0.71,0
139,Fall,2011,November,21,no,Monday,yes,Clear,0.38,0.3939,0.82,0.1045
108,Fall,2011,November,22,no,Monday,yes,Clear,0.36,0.3636,0.81,0.0896
48,Fall,2011,November,23,no,Monday,yes,Clear,0.36,0.3636,0.87,0.0896
18,Fall,2011,November,0,no,Tuesday,yes,Clear,0.34,0.3485,0.87,0.0896
11,Fall,2011,November,1,no,Tuesday,yes,Clear,0.32,0.3333,0.93,0.1045
1,Fall,2011,November,2,no,Tuesday,yes,Clear,0.32,0.3485,0.87,0
3,Fall,2011,November,3,no,Tuesday,yes,Clear,0.32,0.3485,0.87,0
4,Fall,2011,November,4,no,Tuesday,yes,Clear,0.3,0.3333,0.87,0
18,Fall,2011,November,5,no,Tuesday,yes,Clear,0.3,0.3182,0.87,0.0896
99,Fall,2011,November,6,no,Tuesday,yes,Clear,0.3,0.3333,0.87,0
323,Fall,2011,November,7,no,Tuesday,yes,Clear,0.3,0.3182,0.87,0.1045
466,Fall,2011,November,8,no,Tuesday,yes,Clear,0.32,0.3333,0.93,0.1045
191,Fall,2011,November,9,no,Tuesday,yes,Clear,0.36,0.3788,0.87,0
129,Fall,2011,November,10,no,Tuesday,yes,Clear,0.42,0.4242,0.71,0.0896
147,Fall,2011,November,11,no,Tuesday,yes,Clear,0.46,0.4545,0.63,0.1343
203,Fall,2011,November,12,no,Tuesday,yes,Clear,0.52,0.5,0.52,0.1343
196,Fall,2011,November,13,no,Tuesday,yes,Clear,0.54,0.5152,0.49,0.1642
161,Fall,2011,November,14,no,Tuesday,yes,Clear,0.56,0.5303,0.46,0.1045
188,Fall,2011,November,15,no,Tuesday,yes,Clear,0.58,0.5455,0.46,0.1045
289,Fall,2011,November,16,no,Tuesday,yes,Clear,0.56,0.5303,0.46,0.1343
499,Fall,2011,November,17,no,Tuesday,yes,Clear,0.52,0.5,0.43,0.1642
462,Fall,2011,November,18,no,Tuesday,yes,Clear,0.48,0.4697,0.55,0.1343
278,Fall,2011,November,19,no,Tuesday,yes,Clear,0.46,0.4545,0.59,0
181,Fall,2011,November,20,no,Tuesday,yes,Clear,0.4,0.4091,0.76,0
182,Fall,2011,November,21,no,Tuesday,yes,Clear,0.4,0.4091,0.76,0
108,Fall,2011,November,22,no,Tuesday,yes,Clear,0.36,0.3788,0.87,0
48,Fall,2011,November,23,no,Tuesday,yes,Clear,0.36,0.3788,0.81,0
13,Fall,2011,November,0,no,Wednesday,yes,Clear,0.36,0.3788,0.87,0
10,Fall,2011,November,1,no,Wednesday,yes,Clear,0.34,0.3636,0.87,0
5,Fall,2011,November,2,no,Wednesday,yes,Clear,0.32,0.3485,0.93,0
4,Fall,2011,November,3,no,Wednesday,yes,Clear,0.32,0.3485,0.93,0
4,Fall,2011,November,4,no,Wednesday,yes,Clear,0.32,0.3485,0.87,0
28,Fall,2011,November,5,no,Wednesday,yes,Clear,0.3,0.3333,0.87,0
98,Fall,2011,November,6,no,Wednesday,yes,Clear,0.3,0.3333,0.87,0
300,Fall,2011,November,7,no,Wednesday,yes,Clear,0.3,0.3333,0.87,0
456,Fall,2011,November,8,no,Wednesday,yes,Clear,0.32,0.3485,0.93,0
219,Fall,2011,November,9,no,Wednesday,yes,Clear,0.34,0.3636,0.93,0
105,Fall,2011,November,10,no,Wednesday,yes,Clear,0.4,0.4091,0.76,0.1045
152,Fall,2011,November,11,no,Wednesday,yes,Clear,0.46,0.4545,0.67,0.1642
180,Fall,2011,November,12,no,Wednesday,yes,Clear,0.5,0.4848,0.51,0.1642
167,Fall,2011,November,13,no,Wednesday,yes,Clear,0.5,0.4848,0.51,0.1642
179,Fall,2011,November,14,no,Wednesday,yes,Clear,0.52,0.5,0.48,0.1642
151,Fall,2011,November,15,no,Wednesday,yes,Clear,0.52,0.5,0.45,0.2239
281,Fall,2011,November,16,no,Wednesday,yes,Clear,0.52,0.5,0.48,0.194
485,Fall,2011,November,17,no,Wednesday,yes,Clear,0.46,0.4545,0.63,0.1045
408,Fall,2011,November,18,no,Wednesday,yes,Clear,0.44,0.4394,0.67,0.1045
304,Fall,2011,November,19,no,Wednesday,yes,Clear,0.44,0.4394,0.72,0.1045
219,Fall,2011,November,20,no,Wednesday,yes,Clear,0.44,0.4394,0.77,0
161,Fall,2011,November,21,no,Wednesday,yes,Clear,0.4,0.4091,0.87,0
114,Fall,2011,November,22,no,Wednesday,yes,Clear,0.4,0.4091,0.87,0
66,Fall,2011,November,23,no,Wednesday,yes,Clear,0.38,0.3939,0.87,0
24,Fall,2011,November,0,no,Thursday,yes,Clear,0.4,0.4091,0.87,0
11,Fall,2011,November,1,no,Thursday,yes,Few Clouds,0.4,0.4091,0.87,0
5,Fall,2011,November,2,no,Thursday,yes,Few Clouds,0.38,0.3939,0.94,0
11,Fall,2011,November,3,no,Thursday,yes,Clear,0.38,0.3939,0.94,0.0896
3,Fall,2011,November,4,no,Thursday,yes,Clear,0.38,0.3939,0.94,0.0896
23,Fall,2011,November,5,no,Thursday,yes,Few Clouds,0.36,0.3485,1,0.1343
114,Fall,2011,November,6,no,Thursday,yes,Few Clouds,0.36,0.3485,1,0.1343
272,Fall,2011,November,7,no,Thursday,yes,Few Clouds,0.38,0.3939,0.94,0.1642
436,Fall,2011,November,8,no,Thursday,yes,Few Clouds,0.4,0.4091,0.94,0.0896
211,Fall,2011,November,9,no,Thursday,yes,Few Clouds,0.42,0.4242,0.94,0.1045
117,Fall,2011,November,10,no,Thursday,yes,Few Clouds,0.44,0.4394,0.88,0.2239
108,Fall,2011,November,11,no,Thursday,yes,Few Clouds,0.46,0.4545,0.67,0.3881
167,Fall,2011,November,12,no,Thursday,yes,Few Clouds,0.42,0.4242,0.67,0.3582
96,Fall,2011,November,13,no,Thursday,yes,Partly Cloudy,0.36,0.3333,0.81,0.3582
64,Fall,2011,November,14,no,Thursday,yes,Partly Cloudy,0.36,0.3333,0.87,0.2836
62,Fall,2011,November,15,no,Thursday,yes,Partly Cloudy,0.36,0.3333,0.81,0.2985
73,Fall,2011,November,16,no,Thursday,yes,Partly Cloudy,0.36,0.3485,0.81,0.2239
177,Fall,2011,November,17,no,Thursday,yes,Partly Cloudy,0.36,0.3485,0.81,0.2239
273,Fall,2011,November,18,no,Thursday,yes,Few Clouds,0.36,0.3485,0.81,0.1642
211,Fall,2011,November,19,no,Thursday,yes,Few Clouds,0.36,0.3485,0.71,0.2239
168,Fall,2011,November,20,no,Thursday,yes,Few Clouds,0.36,0.3333,0.62,0.2836
136,Fall,2011,November,21,no,Thursday,yes,Clear,0.36,0.3333,0.57,0.2537
89,Fall,2011,November,22,no,Thursday,yes,Clear,0.36,0.3333,0.53,0.2836
82,Fall,2011,November,23,no,Thursday,yes,Few Clouds,0.34,0.3333,0.57,0.1642
66,Fall,2011,November,0,yes,Friday,no,Clear,0.34,0.3182,0.53,0.2537
19,Fall,2011,November,1,yes,Friday,no,Clear,0.32,0.303,0.57,0.3284
11,Fall,2011,November,2,yes,Friday,no,Clear,0.32,0.2879,0.57,0.2836
6,Fall,2011,November,3,yes,Friday,no,Clear,0.3,0.2879,0.61,0.194
8,Fall,2011,November,4,yes,Friday,no,Clear,0.3,0.2879,0.61,0.194
13,Fall,2011,November,5,yes,Friday,no,Clear,0.3,0.2879,0.49,0.2537
46,Fall,2011,November,6,yes,Friday,no,Clear,0.28,0.2576,0.45,0.3284
121,Fall,2011,November,7,yes,Friday,no,Clear,0.28,0.2727,0.45,0.2537
258,Fall,2011,November,8,yes,Friday,no,Clear,0.3,0.2727,0.42,0.3582
201,Fall,2011,November,9,yes,Friday,no,Clear,0.32,0.2879,0.45,0.4478
200,Fall,2011,November,10,yes,Friday,no,Clear,0.32,0.2727,0.42,0.5522
170,Fall,2011,November,11,yes,Friday,no,Clear,0.34,0.2879,0.42,0.4925
239,Fall,2011,November,12,yes,Friday,no,Clear,0.34,0.2879,0.42,0.4627
236,Fall,2011,November,13,yes,Friday,no,Clear,0.38,0.3939,0.37,0.5522
247,Fall,2011,November,14,yes,Friday,no,Clear,0.38,0.3939,0.37,0.4627
216,Fall,2011,November,15,yes,Friday,no,Clear,0.36,0.3333,0.37,0.4179
238,Fall,2011,November,16,yes,Friday,no,Clear,0.36,0.3333,0.34,0.3284
310,Fall,2011,November,17,yes,Friday,no,Clear,0.34,0.303,0.39,0.3284
208,Fall,2011,November,18,yes,Friday,no,Clear,0.34,0.3182,0.39,0.2537
199,Fall,2011,November,19,yes,Friday,no,Clear,0.32,0.3182,0.39,0.1642
109,Fall,2011,November,20,yes,Friday,no,Clear,0.32,0.3182,0.39,0.194
83,Fall,2011,November,21,yes,Friday,no,Clear,0.3,0.303,0.45,0.1642
91,Fall,2011,November,22,yes,Friday,no,Clear,0.32,0.3182,0.39,0.194
73,Fall,2011,November,23,yes,Friday,no,Clear,0.3,0.3182,0.45,0.0896
64,Fall,2011,November,0,no,Saturday,no,Clear,0.24,0.2424,0.6,0.1343
54,Fall,2011,November,1,no,Saturday,no,Clear,0.24,0.2424,0.6,0.1343
46,Fall,2011,November,2,no,Saturday,no,Clear,0.24,0.2576,0.65,0.0896
17,Fall,2011,November,3,no,Saturday,no,Clear,0.24,0.2424,0.7,0.1343
7,Fall,2011,November,4,no,Saturday,no,Clear,0.2,0.2121,0.8,0.1343
4,Fall,2011,November,5,no,Saturday,no,Clear,0.22,0.2576,0.75,0.0896
7,Fall,2011,November,6,no,Saturday,no,Clear,0.22,0.2273,0.75,0.1642
27,Fall,2011,November,7,no,Saturday,no,Clear,0.22,0.2273,0.75,0.194
101,Fall,2011,November,8,no,Saturday,no,Clear,0.26,0.2576,0.7,0.194
160,Fall,2011,November,9,no,Saturday,no,Clear,0.3,0.303,0.61,0.1642
232,Fall,2011,November,10,no,Saturday,no,Clear,0.34,0.3182,0.61,0.2836
315,Fall,2011,November,11,no,Saturday,no,Clear,0.38,0.3939,0.54,0.2836
366,Fall,2011,November,12,no,Saturday,no,Clear,0.44,0.4394,0.44,0.2836
353,Fall,2011,November,13,no,Saturday,no,Clear,0.48,0.4697,0.36,0.2836
435,Fall,2011,November,14,no,Saturday,no,Clear,0.5,0.4848,0.36,0.2985
386,Fall,2011,November,15,no,Saturday,no,Clear,0.52,0.5,0.29,0.2836
361,Fall,2011,November,16,no,Saturday,no,Clear,0.52,0.5,0.32,0.2537
285,Fall,2011,November,17,no,Saturday,no,Clear,0.5,0.4848,0.34,0.2537
203,Fall,2011,November,18,no,Saturday,no,Clear,0.42,0.4242,0.58,0.194
171,Fall,2011,November,19,no,Saturday,no,Clear,0.42,0.4242,0.5,0.2537
132,Fall,2011,November,20,no,Saturday,no,Clear,0.42,0.4242,0.5,0.2836
122,Fall,2011,November,21,no,Saturday,no,Clear,0.42,0.4242,0.47,0.2836
118,Fall,2011,November,22,no,Saturday,no,Clear,0.42,0.4242,0.47,0.2537
101,Fall,2011,November,23,no,Saturday,no,Clear,0.4,0.4091,0.58,0.1642
73,Fall,2011,November,0,no,Sunday,no,Few Clouds,0.4,0.4091,0.58,0.194
71,Fall,2011,November,1,no,Sunday,no,Few Clouds,0.36,0.3485,0.66,0.194
57,Fall,2011,November,2,no,Sunday,no,Clear,0.36,0.3636,0.57,0.1045
28,Fall,2011,November,3,no,Sunday,no,Few Clouds,0.36,0.3485,0.62,0.1343
6,Fall,2011,November,4,no,Sunday,no,Few Clouds,0.36,0.3485,0.62,0.1343
5,Fall,2011,November,5,no,Sunday,no,Clear,0.34,0.3333,0.61,0.1642
23,Fall,2011,November,6,no,Sunday,no,Clear,0.34,0.3333,0.66,0.1343
43,Fall,2011,November,7,no,Sunday,no,Clear,0.34,0.3182,0.66,0.2239
79,Fall,2011,November,8,no,Sunday,no,Clear,0.34,0.3485,0.66,0.0896
135,Fall,2011,November,9,no,Sunday,no,Clear,0.4,0.4091,0.54,0.2836
241,Fall,2011,November,10,no,Sunday,no,Clear,0.44,0.4394,0.44,0.3284
295,Fall,2011,November,11,no,Sunday,no,Clear,0.46,0.4545,0.4,0.4179
354,Fall,2011,November,12,no,Sunday,no,Few Clouds,0.52,0.5,0.29,0.4179
339,Fall,2011,November,13,no,Sunday,no,Few Clouds,0.52,0.5,0.29,0.4179
371,Fall,2011,November,14,no,Sunday,no,Few Clouds,0.54,0.5152,0.28,0.4925
310,Fall,2011,November,15,no,Sunday,no,Few Clouds,0.5,0.4848,0.42,0.3284
319,Fall,2011,November,16,no,Sunday,no,Few Clouds,0.54,0.5152,0.28,0.3881
231,Fall,2011,November,17,no,Sunday,no,Clear,0.52,0.5,0.27,0.3284
190,Fall,2011,November,18,no,Sunday,no,Clear,0.52,0.5,0.27,0.3284
157,Fall,2011,November,19,no,Sunday,no,Clear,0.5,0.4848,0.29,0.3582
139,Fall,2011,November,20,no,Sunday,no,Clear,0.5,0.4848,0.31,0.3582
95,Fall,2011,November,21,no,Sunday,no,Clear,0.48,0.4697,0.36,0.2537
89,Fall,2011,November,22,no,Sunday,no,Clear,0.48,0.4697,0.41,0.3881
67,Fall,2011,November,23,no,Sunday,no,Clear,0.46,0.4545,0.51,0.2985
30,Fall,2011,November,0,no,Monday,yes,Clear,0.46,0.4545,0.59,0.2836
11,Fall,2011,November,1,no,Monday,yes,Clear,0.46,0.4545,0.63,0.2985
17,Fall,2011,November,2,no,Monday,yes,Clear,0.46,0.4545,0.63,0.3582
7,Fall,2011,November,3,no,Monday,yes,Clear,0.44,0.4394,0.67,0.2836
5,Fall,2011,November,4,no,Monday,yes,Clear,0.44,0.4394,0.67,0.2239
19,Fall,2011,November,5,no,Monday,yes,Few Clouds,0.44,0.4394,0.67,0.2537
114,Fall,2011,November,6,no,Monday,yes,Few Clouds,0.44,0.4394,0.72,0.2239
322,Fall,2011,November,7,no,Monday,yes,Clear,0.44,0.4394,0.72,0.2537
452,Fall,2011,November,8,no,Monday,yes,Few Clouds,0.46,0.4545,0.67,0.194
233,Fall,2011,November,9,no,Monday,yes,Few Clouds,0.48,0.4697,0.67,0.3284
111,Fall,2011,November,10,no,Monday,yes,Few Clouds,0.5,0.4848,0.63,0.2836
128,Fall,2011,November,11,no,Monday,yes,Few Clouds,0.54,0.5152,0.6,0.2836
202,Fall,2011,November,12,no,Monday,yes,Clear,0.56,0.5303,0.56,0.2985
203,Fall,2011,November,13,no,Monday,yes,Clear,0.6,0.6212,0.49,0.3881
185,Fall,2011,November,14,no,Monday,yes,Clear,0.62,0.6212,0.46,0.4478
195,Fall,2011,November,15,no,Monday,yes,Clear,0.64,0.6212,0.44,0.3284
315,Fall,2011,November,16,no,Monday,yes,Clear,0.62,0.6212,0.46,0.4179
519,Fall,2011,November,17,no,Monday,yes,Clear,0.62,0.6212,0.46,0.2537
489,Fall,2011,November,18,no,Monday,yes,Clear,0.56,0.5303,0.56,0.2836
302,Fall,2011,November,19,no,Monday,yes,Clear,0.6,0.6212,0.53,0.2985
240,Fall,2011,November,20,no,Monday,yes,Clear,0.6,0.6212,0.53,0.3582
213,Fall,2011,November,21,no,Monday,yes,Clear,0.6,0.6212,0.53,0.3582
113,Fall,2011,November,22,no,Monday,yes,Clear,0.58,0.5455,0.56,0.3582
61,Fall,2011,November,23,no,Monday,yes,Clear,0.56,0.5303,0.64,0.2985
22,Fall,2011,November,0,no,Tuesday,yes,Clear,0.56,0.5303,0.64,0.3582
10,Fall,2011,November,1,no,Tuesday,yes,Clear,0.56,0.5303,0.6,0.2985
15,Fall,2011,November,2,no,Tuesday,yes,Clear,0.56,0.5303,0.64,0.2537
4,Fall,2011,November,3,no,Tuesday,yes,Few Clouds,0.54,0.5152,0.68,0.3284
7,Fall,2011,November,4,no,Tuesday,yes,Clear,0.56,0.5303,0.64,0.2985
28,Fall,2011,November,5,no,Tuesday,yes,Clear,0.54,0.5152,0.68,0.2836
108,Fall,2011,November,6,no,Tuesday,yes,Few Clouds,0.56,0.5303,0.64,0.0896
319,Fall,2011,November,7,no,Tuesday,yes,Few Clouds,0.54,0.5152,0.68,0.1642
480,Fall,2011,November,8,no,Tuesday,yes,Few Clouds,0.54,0.5152,0.68,0.1045
200,Fall,2011,November,9,no,Tuesday,yes,Few Clouds,0.56,0.5303,0.64,0.0896
138,Fall,2011,November,10,no,Tuesday,yes,Few Clouds,0.56,0.5303,0.64,0.2836
134,Fall,2011,November,11,no,Tuesday,yes,Few Clouds,0.56,0.5303,0.64,0.194
176,Fall,2011,November,12,no,Tuesday,yes,Few Clouds,0.54,0.5152,0.68,0
153,Fall,2011,November,13,no,Tuesday,yes,Partly Cloudy,0.54,0.5152,0.6,0.2239
147,Fall,2011,November,14,no,Tuesday,yes,Few Clouds,0.54,0.5152,0.6,0.2836
191,Fall,2011,November,15,no,Tuesday,yes,Few Clouds,0.54,0.5152,0.6,0.1343
271,Fall,2011,November,16,no,Tuesday,yes,Few Clouds,0.52,0.5,0.68,0.1343
451,Fall,2011,November,17,no,Tuesday,yes,Few Clouds,0.5,0.4848,0.72,0.194
441,Fall,2011,November,18,no,Tuesday,yes,Few Clouds,0.5,0.4848,0.72,0.2836
286,Fall,2011,November,19,no,Tuesday,yes,Few Clouds,0.5,0.4848,0.72,0.3582
238,Fall,2011,November,20,no,Tuesday,yes,Few Clouds,0.48,0.4697,0.82,0.1343
168,Fall,2011,November,21,no,Tuesday,yes,Few Clouds,0.5,0.4848,0.77,0.0896
128,Fall,2011,November,22,no,Tuesday,yes,Few Clouds,0.46,0.4545,0.88,0.1045
80,Fall,2011,November,23,no,Tuesday,yes,Few Clouds,0.46,0.4545,0.94,0.1045
31,Fall,2011,November,0,no,Wednesday,yes,Few Clouds,0.46,0.4545,0.94,0
5,Fall,2011,November,1,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.94,0.0896
10,Fall,2011,November,2,no,Wednesday,yes,Few Clouds,0.46,0.4545,0.94,0.1045
5,Fall,2011,November,3,no,Wednesday,yes,Few Clouds,0.46,0.4545,0.94,0.1045
4,Fall,2011,November,4,no,Wednesday,yes,Few Clouds,0.44,0.4394,1,0.2239
13,Fall,2011,November,5,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.94,0.1045
56,Fall,2011,November,6,no,Wednesday,yes,Few Clouds,0.46,0.4545,0.94,0.0896
137,Fall,2011,November,7,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.94,0
232,Fall,2011,November,8,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.94,0
82,Fall,2011,November,9,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.94,0
36,Fall,2011,November,10,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.94,0
60,Fall,2011,November,11,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.94,0.0896
54,Fall,2011,November,12,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,1,0
58,Fall,2011,November,13,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.94,0.1343
61,Fall,2011,November,14,no,Wednesday,yes,Few Clouds,0.46,0.4545,1,0.1343
66,Fall,2011,November,15,no,Wednesday,yes,Partly Cloudy,0.48,0.4697,0.94,0.1045
123,Fall,2011,November,16,no,Wednesday,yes,Partly Cloudy,0.48,0.4697,0.94,0.1045
233,Fall,2011,November,17,no,Wednesday,yes,Few Clouds,0.48,0.4697,0.88,0.194
189,Fall,2011,November,18,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.88,0.3881
111,Fall,2011,November,19,no,Wednesday,yes,Partly Cloudy,0.46,0.4545,0.88,0.3881
99,Fall,2011,November,20,no,Wednesday,yes,Partly Cloudy,0.44,0.4394,0.88,0.3881
75,Fall,2011,November,21,no,Wednesday,yes,Partly Cloudy,0.44,0.4394,0.88,0.2836
46,Fall,2011,November,22,no,Wednesday,yes,Partly Cloudy,0.42,0.4242,0.88,0.2239
31,Fall,2011,November,23,no,Wednesday,yes,Partly Cloudy,0.42,0.4242,0.88,0.1343
24,Fall,2011,November,0,no,Thursday,yes,Few Clouds,0.42,0.4242,0.88,0.2537
5,Fall,2011,November,1,no,Thursday,yes,Few Clouds,0.42,0.4242,0.82,0.1642
5,Fall,2011,November,2,no,Thursday,yes,Few Clouds,0.42,0.4242,0.82,0.2239
3,Fall,2011,November,3,no,Thursday,yes,Few Clouds,0.42,0.4242,0.77,0.3284
4,Fall,2011,November,4,no,Thursday,yes,Few Clouds,0.4,0.4091,0.62,0.4179
22,Fall,2011,November,5,no,Thursday,yes,Partly Cloudy,0.34,0.303,0.71,0.3284
75,Fall,2011,November,6,no,Thursday,yes,Partly Cloudy,0.36,0.3485,0.57,0.2239
168,Fall,2011,November,7,no,Thursday,yes,Partly Cloudy,0.34,0.3182,0.61,0.2836
355,Fall,2011,November,8,no,Thursday,yes,Partly Cloudy,0.34,0.303,0.61,0.2985
